page_id,title,url,breadcrumb_html
heritage22,Tips To Get The Most Out of Your Yoga Practice,/heritage/yoga/yoga-how-to-start/tips-to-get-the-most-out-of-your-yoga-practice,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga how to start</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-how-to-start/tips-to-get-the-most-out-of-your-yoga-practice"">Tips to get the most out of your yoga practice</a>"
heritage23,Who Is Fit For Yoga?,/heritage/yoga/yoga-how-to-start/who-is-fit-for-yoga,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga how to start</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-how-to-start/who-is-fit-for-yoga"">Who is fit for yoga</a>"
heritage24,Yoga - Postures,/heritage/yoga/yoga-guide/yoga-postures,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga guide</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-guide/yoga-postures"">Yoga postures</a>"
heritage25,Mudras,/heritage/yoga/yoga-guide/mudras,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga guide</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-guide/mudras"">Mudras</a>"
heritage26,Pranayama,/heritage/yoga/yoga-guide/pranayama,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga guide</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-guide/pranayama"">Pranayama</a>"
heritage27,Surya Namaskar,/heritage/yoga/yoga-guide/surya-namaskar,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga guide</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-guide/surya-namaskar"">Surya namaskar</a>"
heritage28,Yogic Shatkarma,/heritage/yoga/yoga-guide/yogic-shatkarma,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga guide</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-guide/yogic-shatkarma"">Yogic shatkarma</a>"
heritage29,5 Yoga Exercises That You Can Do In Office,/heritage/yoga/yoga-for-working-people/5-yoga-exercises-that-you-can-do-in-office,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for working people</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-working-people/5-yoga-exercises-that-you-can-do-in-office"">5 yoga exercises that you can do in office</a>"
heritage30,Yoga for Stress Management,/heritage/yoga/yoga-for-working-people/yoga-for-stress-management,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for working people</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-working-people/yoga-for-stress-management"">Yoga for stress management</a>"
heritage31,Here’s How You Can Practice Yoga Everyday,/heritage/yoga/yoga-for-working-people/heres-how-you-can-practice-yoga-everyday,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for working people</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-working-people/heres-how-you-can-practice-yoga-everyday"">Heres how you can practice yoga everyday</a>"
heritage32,Role of Yoga in Modern Lifestyle,/heritage/yoga/yoga-for-working-people/role-of-yoga-in-modern-lifestyle,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for working people</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-working-people/role-of-yoga-in-modern-lifestyle"">Role of yoga in modern lifestyle</a>"
heritage33,Yoga As A Career,/heritage/yoga/yoga-for-working-people/yoga-as-a-career,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for working people</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-working-people/yoga-as-a-career"">Yoga as a career</a>"
heritage34,"Yoga and What it does to you, Mentally, Physically and Spiritually,",/heritage/yoga/benefits-of-yoga/yoga-and-what-it-does-to-you-mentally-physically-and-spiritually,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Benefits of yoga</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/benefits-of-yoga/yoga-and-what-it-does-to-you-mentally-physically-and-spiritually"">Yoga and what it does to you mentally physically and spiritually</a>"
heritage35,The Psychological Benefits of Yoga,/heritage/yoga/benefits-of-yoga/the-psychological-benefits-of-yoga,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Benefits of yoga</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/benefits-of-yoga/the-psychological-benefits-of-yoga"">The psychological benefits of yoga</a>"
heritage36,This Is Why Paddle Board Yoga Is Amazing,/heritage/yoga/benefits-of-yoga/this-is-why-paddle-board-yoga-is-amazing,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Benefits of yoga</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/benefits-of-yoga/this-is-why-paddle-board-yoga-is-amazing"">This is why paddle board yoga is amazing</a>"
heritage37,Benefits of Yoga in our daily lives,/heritage/yoga/benefits-of-yoga/benefits-of-yoga-in-our-daily-lives,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Benefits of yoga</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/benefits-of-yoga/benefits-of-yoga-in-our-daily-lives"">Benefits of yoga in our daily lives</a>"
heritage38,Maximizing The Benefits of Surya Namaskar,/heritage/yoga/benefits-of-yoga/maximizing-the-benefits-of-surya-namaskar,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Benefits of yoga</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/benefits-of-yoga/maximizing-the-benefits-of-surya-namaskar"">Maximizing the benefits of surya namaskar</a>"
heritage39,Bhartiya Yoga For Sportsman Of The World : PART 1,/heritage/yoga/yoga-for-sports/bhartiya-yoga-for-sportsman-of-the-world-part-1,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for sports</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-sports/bhartiya-yoga-for-sportsman-of-the-world-part-1"">Bhartiya yoga for sportsman of the world part 1</a>"
heritage40,Yoga For Sportsman Of The World : PART-2,/heritage/yoga/yoga-for-sports/yoga-for-sportsman-of-the-world-part-2,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for sports</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-sports/yoga-for-sportsman-of-the-world-part-2"">Yoga for sportsman of the world part 2</a>"
heritage41,Yoga for Kids! - A Guide for Parents of kids aged 4 years and above,/heritage/yoga/yoga-for-kids/yoga-for-kids-a-guide-for-parents-of-kids-aged-4-years-and-above,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for kids</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-kids/yoga-for-kids-a-guide-for-parents-of-kids-aged-4-years-and-above"">Yoga for kids a guide for parents of kids aged 4 years and above</a>"
heritage42,Soothe Your Tired Back With Yoga,/heritage/yoga/yoga-for-senior-citizens/soothe-your-tired-back-with-yoga,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga for senior citizens</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-for-senior-citizens/soothe-your-tired-back-with-yoga"">Soothe your tired back with yoga</a>"
heritage43,Events and Festivals,/heritage/cultural-events/events-and-festivals,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Cultural events</span> &gt; <a href=""https://www.india.co.in/heritage/cultural-events/events-and-festivals"">Events and festivals</a>"
heritage44,Festivals,/heritage/cultural-events/festivals,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Cultural events</span> &gt; <a href=""https://www.india.co.in/heritage/cultural-events/festivals"">Festivals</a>"
heritage45,Kumbh Mela,/heritage/cultural-events/kumbh-mela,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Cultural events</span> &gt; <a href=""https://www.india.co.in/heritage/cultural-events/kumbh-mela"">Kumbh mela</a>"
heritage46,Celebrate Independence Day,/heritage/national-events/celebrate-independence-day,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/celebrate-independence-day"">Celebrate independence day</a>"
heritage47,Independence Day - August 15th,/heritage/national-events/independence-day-august-15th,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a>"
heritage48,I Day 1947,/heritage/national-events/independence-day-august-15th/i-day-1947,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1947"">I day 1947</a>"
heritage49,I Day 1956,/heritage/national-events/independence-day-august-15th/i-day-1956,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1956"">I day 1956</a>"
heritage50,I Day 1966,/heritage/national-events/independence-day-august-15th/i-day-1966,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1966"">I day 1966</a>"
heritage51,I Day 1967,/heritage/national-events/independence-day-august-15th/i-day-1967,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1967"">I day 1967</a>"
heritage52,I Day 1968,/heritage/national-events/independence-day-august-15th/i-day-1968,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1968"">I day 1968</a>"
heritage53,I Day 1969,/heritage/national-events/independence-day-august-15th/i-day-1969,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1969"">I day 1969</a>"
heritage54,I Day 1998,/heritage/national-events/independence-day-august-15th/i-day-1998,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1998"">I day 1998</a>"
heritage55,I Day 1999,/heritage/national-events/independence-day-august-15th/i-day-1999,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-1999"">I day 1999</a>"
heritage56,I Day 2000,/heritage/national-events/independence-day-august-15th/i-day-2000,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2000"">I day 2000</a>"
heritage57,I Day 2001,/heritage/national-events/independence-day-august-15th/i-day-2001,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2001"">I day 2001</a>"
heritage58,I Day 2002,/heritage/national-events/independence-day-august-15th/i-day-2002,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2002"">I day 2002</a>"
heritage59,I Day 2003,/heritage/national-events/independence-day-august-15th/i-day-2003,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2003"">I day 2003</a>"
heritage60,I Day 2004,/heritage/national-events/independence-day-august-15th/i-day-2004,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2004"">I day 2004</a>"
heritage61,I Day 2005,/heritage/national-events/independence-day-august-15th/i-day-2005,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2005"">I day 2005</a>"
heritage62,I Day 2006,/heritage/national-events/independence-day-august-15th/i-day-2006,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2006"">I day 2006</a>"
heritage63,I Day 2007,/heritage/national-events/independence-day-august-15th/i-day-2007,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2007"">I day 2007</a>"
heritage64,I Day 2008,/heritage/national-events/independence-day-august-15th/i-day-2008,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2008"">I day 2008</a>"
heritage65,I Day 2009,/heritage/national-events/independence-day-august-15th/i-day-2009,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2009"">I day 2009</a>"
heritage66,I Day 2010,/heritage/national-events/independence-day-august-15th/i-day-2010,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2010"">I day 2010</a>"
heritage67,I Day 2011,/heritage/national-events/independence-day-august-15th/i-day-2011,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2011"">I day 2011</a>"
